ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,PIAA83201X,0500260038,"1.728,00","1.120,00","3.425,00"
201516,PIAA832021,0500260028,"1.100,00",-,"2.450,00"
201516,PIAA832032,0500260021,"3.678,00","3.220,00","5.200,00"
201516,PIAA832043,0500260045,"15.018,00","10.637,00","9.763,00"
201516,PIAA832054,0500260023,"3.678,00","2.528,00","4.475,00"
201516,PIAA83301Q,0500260004,"1.826,00","986,00","3.360,00"
201516,PIAA83302R,0500260002,"1.664,00","1.177,00","1.460,00"
201516,PIAA83303T,0500260003,"8.203,00","6.678,00","1.764,00"
201516,PIAA83304V,0500260005,"569,00","299,00","1.066,00"
201516,PIAA83401G,0500260001,"4.112,00","3.308,00","3.725,00"
201516,PIAA83402L,0500260050,"5.147,00","4.056,00","4.495,00"
201516,PIAA83501B,0500310001,"2.260,00",-,"1.632,00"
201516,PIAA83502C,0500310007,"1.830,00",-,"1.364,60"
201516,PIAA83503D,0500310026,"1.800,00",-,"770,00"
201516,PIAA83505G,0500310003,"1.110,00",-,"1.092,00"
201516,PIAA83506L,0500310010,"2.836,00","2.075,00","2.969,00"
201516,PIAA83507N,0500310105,"3.990,00",-,"3.870,00"
201516,PIAA836017,0500310005,"770,00",-,"1.941,00"
201516,PIAA836028,0500310004,"1.180,00",-,"1.373,00"
201516,PIAA836039,0500310009,"970,00",-,"1.477,92"
201516,PIAA83604A,0500310008,"3.560,00",-,"2.111,09"
201516,PIAA83605B,0500310103,"2.420,00",-,"2.229,00"
201516,PIAA837013,0500290402,"2.890,00",-,"4.898,59"
201516,PIAA837035,0500290403,"10.300,00",-,"12.147,29"
201516,PIAA837046,0500290015,"1.995,00",-,-
201516,PIAA83801V,0500290003,"3.774,00","2.778,00","3.087,00"
201516,PIAA83802X,0500290400,"6.460,00",-,"4.325,03"
201516,PIAA838031,0500290004,"1.440,00",-,"186,13"
201516,PIAA83901P,0500080007,"4.920,00","3.945,00","3.754,00"
201516,PIAA83902Q,0500080003,"3.179,00","2.554,00","2.187,00"
201516,PIAA83903R,0500080008,"2.195,00","1.443,00","2.750,00"
201516,PIAA83903R,0500080201,"8.610,00","6.830,00","13.350,00"
201516,PIAA84001V,0500080001,"2.451,00","1.834,00","2.468,00"
201516,PIAA84002X,0500080005,"5.500,00","4.580,00","3.726,00"
201516,PIAA84101P,0500080006,"6.918,00","5.080,00","3.980,00"
201516,PIAA84201E,0500190002,"100,00","714,00","1.408,00"
201516,PIAA84202G,0500390001,"675,00","375,00","1.971,00"
201516,PIAA84203L,0500390402,"773,00",-,"4.638,00"
201516,PIAA84204N,0500190001,"1.080,00","915,00","495,00"
201516,PIAA84205P,0500390400,"4.493,00","2.193,00","25.898,00"
201516,PIAA84206Q,0500390401,"1.300,00","1.047,00","1.824,00"
201516,PICT70000C,0500260024,"7.292,00","5.038,00","20.335,00"
201516,PICT701008,0500290200,"5.246,00","2.011,00","30.810,00"
201516,PICT702004,0500390201,"3.141,00",-,"20.338,00"
201516,PICT70300X,0500320102,"8.600,00","4.933,00","6.000,00"
201516,PIEE810018,0500330100,"1.362,00","685,00","8.936,00"
201516,PIEE810029,0500330101,"5.140,00","3.379,00","10.347,00"
201516,PIEE81003A,0500330102,"3.079,00","2.240,00","5.925,00"
201516,PIEE81004B,0500330103,"1.772,00","1.217,00","3.850,00"
201516,PIEE811014,0500370101,"5.430,00","4.424,00","5.994,00"
201516,PIEE811025,0500370100,"1.900,00","1.344,00","2.442,00"
201516,PIEE811036,0500370102,"1.595,00","1.037,00","4.725,00"
201516,PIEE81201X,0500380400,"7.950,00","6.100,00","11.898,00"
201516,PIEE812032,0500380100,"4.136,00","2.871,00","4.578,00"
201516,PIEE812043,0500030100,"1.800,00","800,00","7.695,00"
201516,PIEE81301Q,0500250101,"1.060,00",-,"4.182,21"
201516,PIEE81302R,0500240101,"2.985,00","2.235,00","3.187,50"
201516,PIEE81303T,0500240100,"1.531,00","1.208,00","4.360,50"
201516,PIEE81401G,0500260037,"2.765,00","2.192,00","5.891,00"
201516,PIEE81402L,0500260031,"5.330,00","4.023,00","6.527,00"
201516,PIEE81404P,0500260049,"15.434,00","13.445,00","108.038,00"
201516,PIEE81405Q,0500260036,"1.390,00","1.485,00","5.520,00"
201516,PIEE81501B,0500010101,"6.200,00",-,"6.156,00"
201516,PIEE81502C,0500010400,"891,00","630,00","977,00"
201516,PIEE81503D,0500020101,"1.030,00","515,00","3.600,00"
201516,PIEE81504E,0500020002,"2.400,00",-,"5.216,40"
201516,PIEE816017,0500040102,"2.000,00","1.214,00","1.987,00"
201516,PIEE816017,0500040103,"2.058,00","1.443,00","1.650,00"
201516,PIEE816017,0500040104,"1.296,00","801,00","2.900,00"
201516,PIEE816028,0500040101,"2.155,00","1.545,00","5.063,00"
201516,PIEE817013,0500090102,"8.200,00","5.300,00","3.900,00"
201516,PIEE817024,0500090002,"2.700,00","900,00","1.400,00"
201516,PIEE81801V,0500260042,"2.464,00","1.908,00","5.059,00"
201516,PIEE81802X,0500260041,"1.923,00","1.372,00","4.241,00"
201516,PIEE818031,0500260043,"2.170,00","1.424,00","2.814,00"
201516,PIEE818042,0500260039,"6.407,00","4.651,00","10.946,00"
201516,PIEE81901P,0500280200,"7.166,00","4.941,00","10.330,00"
201516,PIEE81901P,0500280400,"2.887,00",-,"4.647,00"
201516,PIEE81902Q,0500280401,"5.945,00","4.912,00","5.453,00"
201516,PIEE81903R,0500280100,"2.108,00","1.661,00","1.534,00"
201516,PIEE81904T,0500280102,"2.064,00","865,00","2.586,00"
201516,PIEE81904T,0500280200,"7.166,00","4.941,00","10.330,00"
201516,PIEE82001V,0500290100,"802,00",-,"3.490,39"
201516,PIEE82002X,0500290401,"4.160,00","2.878,00","3.898,77"
201516,PIEE820042,0500290102,"1.440,00",-,"3.985,04"
201516,PIEE82101P,0500260010,"4.080,00","2.792,00","11.351,00"
201516,PIEE82103R,0500260013,"4.141,00","3.429,00","2.224,31"
201516,PIEE82104T,0500260012,"2.657,00","1.941,00","7.132,00"
201516,PIEE82105V,0500260014,"2.330,00","1.208,00","7.550,00"
201516,PIEE82201E,0500220400,"18.425,00","15.845,00","19.858,00"
201516,PIEE82203L,0500220101,"1.241,00","810,00","3.232,00"
201516,PIEE82204N,0500220102,"2.500,00","1.724,00","7.190,00"
201516,PIEE82205P,0500220103,"2.290,00","1.104,00","4.313,00"
201516,PIEE82206Q,0500220003,"2.462,00","1.939,00","4.451,00"
201516,PIEE82303C,0500100002,"1.116,00","771,00","2.160,00"
201516,PIEE82304D,0500300002,"900,00",-,"2.526,00"
201516,PIEE82305E,0500150101,"4.250,00",-,"4.740,00"
201516,PIEE824016,0500270102,"4.200,00","2.805,00","4.826,00"
201516,PIEE824027,0500270101,"1.320,00","855,00","2.400,00"
201516,PIEE824038,0500270100,"1.520,00","1.115,00","1.530,00"
201516,PIEE824049,0500110401,"3.541,00","2.000,00","23.115,00"
201516,PIEE82405A,0500210001,"950,00","420,00","1.810,00"
201516,PIEE825012,0500350103,"4.000,00","2.692,00","6.150,00"
201516,PIEE825012,0500350200,"11.535,00","9.030,00","24.423,00"
201516,PIEE825023,0500350101,"1.225,00","740,00","2.770,00"
201516,PIEE825034,0500350102,"2.100,00","1.590,00","4.870,00"
201516,PIEE825045,0500350401,"6.056,00","5.100,00","3.720,00"
201516,PIEE825056,0500350100,"1.073,00","790,00","1.648,00"
201516,PIEE82601T,0500320102,"8.600,00","4.933,00","6.000,00"
201516,PIEE82602V,0500320401,"1.560,00","1.178,48","3.490,96"
201516,PIEE82603X,0500320101,"1.860,00","1.202,00","2.670,00"
201516,PIEE826041,0500320400,"10.119,00","8.767,98","5.127,53"
201516,PIEE82701N,0500320402,"3.600,00","2.086,00","12.366,00"
201516,PIEE82703Q,0500320100,"2.420,00","1.571,00","4.129,00"
201516,PIEE82704R,0500320105,"2.950,00","2.661,00","1.530,00"
201516,PIEE82705T,0500320104,"2.890,00","2.010,00","3.264,00"
201516,PIEE82706V,0500320103,"9.350,00","7.998,00","4.963,00"
201516,PIEE82801D,0500050102,"902,00","472,00","4.373,00"
201516,PIEE82802E,0500050101,"1.670,00","843,00","3.204,00"
201516,PIEE82803G,0500160400,"3.140,00","2.235,00","3.475,00"
201516,PIEE82804L,0500360400,"3.350,00","1.910,00","8.605,00"
201516,PIEE82805N,0500360102,"1.190,00","493,00","2.590,00"
201516,PIEE829019,0500140100,"4.360,00","2.930,00","3.940,00"
201516,PIEE82902A,0500410101,"4.782,00","4.040,00","2.519,00"
201516,PIEE82903B,0500410100,"1.200,00","690,00","3.360,00"
201516,PIEE82904C,0500340100,"1.600,00",-,"2.120,00"
201516,PIEE83001D,0500400200,"14.249,00","12.404,00","10.821,00"
201516,PIEE83003G,0500400200,"14.249,00","12.404,00","10.821,00"
201516,PIEE83004L,0500120100,"1.552,00","1.124,00","2.780,00"
201516,PIEE83005N,0500400401,"13.454,00","12.328,00","8.750,00"
201516,PIEE83005N,0500400402,"13.453,00","12.328,00","8.750,00"
201516,PIEE831019,0500260027,"2.400,00","1.308,00","14.865,00"
201516,PIEE83102A,0500260022,"4.864,00","2.448,00","13.939,00"
201516,PIEE832015,0500260040,"1.814,00","1.189,00","4.878,00"
201516,PIEE832026,0500260021,"3.678,00","3.220,00","5.200,00"
201516,PIEE832037,0500260046,"1.211,00","700,00","4.779,00"
201516,PIEE832048,0500260047,"8.590,00","7.526,00","7.352,00"
201516,PIEE833011,0500260006,"3.529,00",-,"9.321,00"
201516,PIEE833022,0500260003,"8.203,00","6.678,00","1.764,00"
201516,PIEE83401R,0500260016,"1.835,00","827,00","8.928,00"
201516,PIEE83402T,0500260017,"1.868,00","1.034,00","7.722,00"
201516,PIEE83403V,0500260020,"5.900,00",-,"9.520,38"
201516,PIEE83404X,0500260030,"4.769,00","2.979,00","8.990,00"
201516,PIEE83501L,0500310105,"3.990,00",-,"3.870,00"
201516,PIEE83502N,0500310109,"3.210,00",-,"3.302,00"
201516,PIEE83503P,0500310100,"2.282,00",-,"6.210,00"
201516,PIEE83504Q,0500310104,"7.283,00",-,"3.195,00"
201516,PIEE83505R,0500310104,"7.283,00",-,"3.195,00"
201516,PIEE83601C,0500310018,"4.540,00",-,"4.280,00"
201516,PIEE83602D,0500310101,"3.870,00",-,"4.922,00"
201516,PIEE83603E,0500310108,"2.370,00",-,"2.798,00"
201516,PIEE83604G,0500310018,"4.540,00",-,"4.280,00"
201516,PIEE83605L,0500310107,"4.510,00",-,"4.721,00"
201516,PIEE837018,0500290403,"10.300,00",-,"12.147,29"
201516,PIEE837029,0500290402,"2.890,00",-,"4.898,59"
201516,PIEE838014,0500290203,"3.565,00",-,"20.175,00"
201516,PIEE838025,0500290400,"6.460,00",-,"4.325,03"
201516,PIEE838036,0500290101,"1.320,00",-,"3.169,00"
201516,PIEE83901X,0500080106,"2.550,00","1.875,00","6.680,00"
201516,PIEE839021,0500080103,"1.740,00","1.305,00","4.567,00"
201516,PIEE839032,0500080107,"1.879,00","1.449,00","3.681,00"
201516,PIEE840014,0500080100,"4.143,00","3.470,00","7.201,10"
201516,PIEE840025,0500080108,"1.558,00","1.180,00","2.495,00"
201516,PIEE840036,0500080017,"3.815,00","2.932,00","2.945,00"
201516,PIEE840036,0500080109,"4.278,00","3.441,00","2.310,00"
201516,PIEE840047,0500080018,"3.690,00","3.100,00","1.955,00"
201516,PIEE840047,0500080019,"3.690,00","3.100,00","1.251,00"
201516,PIEE840058,0500080105,"1.572,00","1.067,00","4.342,00"
201516,PIEE84101X,0500080102,"3.410,00","2.433,00","9.300,00"
201516,PIEE841021,0500080039,"2.400,00","1.750,00","2.940,00"
201516,PIEE841021,0500080104,"2.400,00","1.750,00","2.306,00"
201516,PIEE841032,0500080101,"6.919,00","4.919,00","5.665,00"
201516,PIEE84201Q,0500390400,"4.493,00","2.193,00","25.898,00"
201516,PIEE84202R,0500390100,"1.354,00","869,00","4.256,00"
201516,PIEE84203T,0500390402,"773,00",-,"4.638,00"
201516,PIEE84204V,0500390401,"1.300,00","1.047,00","1.824,00"
201516,PIEE84205X,0500190100,"3.450,00","3.105,00","3.179,00"
201516,PIIC810006,0500330200,"6.700,00","3.773,00","11.533,00"
201516,PIIC811002,0500370200,"26.850,00","23.815,00","18.600,00"
201516,PIIC81200T,0500380400,"7.950,00","6.100,00","11.898,00"
201516,PIIC81300N,0500250200,"2.043,00",-,"4.745,00"
201516,PIIC81400D,0500260034,"5.650,00","3.952,00","12.079,00"
201516,PIIC815009,0500010401,"7.922,00","7.800,00","7.300,00"
201516,PIIC816005,0500040201,"3.896,11","2.806,23","3.972,00"
201516,PIIC817001,0500090200,"13.000,00","9.850,00","12.600,00"
201516,PIIC81800R,0500260048,"6.407,00","4.651,00","10.946,00"
201516,PIIC81900L,0500280200,"7.166,00","4.941,00","10.330,00"
201516,PIIC82000R,0500290200,"5.246,00","2.011,00","30.810,00"
201516,PIIC82100L,0500260203,"8.457,00","5.371,00","20.849,00"
201516,PIIC82200C,0500220400,"18.425,00","15.845,00","19.858,00"
201516,PIIC823008,0500200200,"1.091,00","234,00","3.800,00"
201516,PIIC824004,0500270102,"4.200,00","2.805,00","4.826,00"
201516,PIIC82500X,0500350200,"11.535,00","9.030,00","24.423,00"
201516,PIIC82600Q,0500320406,"253,00",-,"733,72"
201516,PIIC82700G,0500320404,"314,52",-,"900,92"
201516,PIIC82800B,0500050200,"6.000,00",-,"20.910,00"
201516,PIIC829007,0500140400,"1.850,00","1.246,00","4.600,00"
201516,PIIC83000B,0500400200,"14.249,00","12.404,00","10.821,00"
201516,PIIC831007,0500260024,"7.292,00","5.038,00","20.335,00"
201516,PIIC832003,0500260045,"15.018,00","10.637,00","9.763,00"
201516,PIIC83300V,0500260008,"2.315,00",-,"12.749,49"
201516,PIIC83400P,0500260016,"1.835,00","827,00","8.928,00"
201516,PIIC83500E,0500310201,"5.325,00",-,"13.222,00"
201516,PIIC83600A,0500310023,"2.270,00",-,"7.751,00"
201516,PIIC837006,0500290403,"10.300,00",-,"12.147,29"
201516,PIIC838002,0500290203,"3.565,00",-,"20.175,00"
201516,PIIC83900T,0500080201,"8.610,00","6.830,00","13.350,00"
201516,PIIC840002,0500080200,"17.661,32","14.667,86","23.348,99"
201516,PIIC84100T,0500080102,"3.410,00","2.433,00","9.300,00"
201516,PIIC84200N,0500390201,"3.141,00",-,"20.338,00"
201516,PIIS00100G,0500390301,"7.205,00",-,"9.955,12"
201516,PIIS00200B,0500290313,"13.237,00",-,"7.562,76"
201516,PIIS003007,0500260320,"39.135,00",-,"27.676,85"
201516,PIIS004003,0500080300,"23.800,00","15.684,00","30.087,00"
201516,PIMM810017,0500330201,"1.529,00","1.103,00","3.760,00"
201516,PIMM810028,0500330200,"6.700,00","3.773,00","11.533,00"
201516,PIMM810028,0500330202,"6.700,00","3.773,00","11.533,00"
201516,PIMM810028,0500330203,"1.600,00","941,00","3.679,30"
201516,PIMM811013,0500370200,"26.850,00","23.815,00","18.600,00"
201516,PIMM81201V,0500030401,"2.050,00","1.160,00","8.450,00"
201516,PIMM81202X,0500380400,"7.950,00","6.100,00","11.898,00"
201516,PIMM81301P,0500250200,"2.043,00",-,"4.745,00"
201516,PIMM81302Q,0500240200,"4.600,00","3.000,00","12.000,00"
201516,PIMM81302Q,0500240201,-,-,"3.086,96"
201516,PIMM81401E,0500260034,"5.650,00","3.952,00","12.079,00"
201516,PIMM81402G,0500260035,"5.880,00","4.680,00","5.830,00"
201516,PIMM81501A,0500010401,"7.922,00","7.800,00","7.300,00"
201516,PIMM81502B,0500020200,"1.000,00","1.400,00","2.400,00"
201516,PIMM816016,0500040201,"3.896,11","2.806,23","3.972,00"
201516,PIMM816016,0500040203,"3.889,23","2.806,23","1.732,00"
201516,PIMM816027,0500040200,"8.283,00","7.296,00","6.085,00"
201516,PIMM816027,0500040202,"10.800,00","8.811,00","12.942,00"
201516,PIMM817012,0500090200,"13.000,00","9.850,00","12.600,00"
201516,PIMM817023,0500090102,"8.200,00","5.300,00","3.900,00"
201516,PIMM81801T,0500260033,"3.475,00","2.371,00","3.296,04"
201516,PIMM81801T,0500260039,"6.407,00","4.651,00","10.946,00"
201516,PIMM81901N,0500280200,"7.166,00","4.941,00","10.330,00"
201516,PIMM82001T,0500290200,"5.246,00","2.011,00","30.810,00"
201516,PIMM82001T,0500290201,-,-,-
201516,PIMM82001T,0500290202,-,-,-
201516,PIMM82101N,0500260203,"8.457,00","5.371,00","20.849,00"
201516,PIMM82101N,0500260204,"1.222,00","824,00","3.886,00"
201516,PIMM82201D,0500220400,"18.425,00","15.845,00","19.858,00"
201516,PIMM823019,0500100003,"2.855,00","2.145,00","3.240,00"
201516,PIMM82304C,0500200200,"1.091,00","234,00","3.800,00"
201516,PIMM824015,0500270201,"3.410,00","2.576,00","7.506,00"
201516,PIMM824026,0500110401,"3.541,00","2.000,00","23.115,00"
201516,PIMM824037,0500210200,"650,00","260,00","2.560,00"
201516,PIMM824048,0500270200,"1.200,00","500,00","4.800,00"
201516,PIMM825011,0500350200,"11.535,00","9.030,00","24.423,00"
201516,PIMM82601R,0500320200,"4.600,00","3.775,00","6.480,00"
201516,PIMM82701L,0500320201,"2.391,00","1.045,00","7.524,00"
201516,PIMM82701L,0500320202,"8.335,00","5.996,00","9.288,56"
201516,PIMM82701L,0500320402,"3.600,00","2.086,00","12.366,00"
201516,PIMM82801C,0500160400,"3.140,00","2.235,00","3.475,00"
201516,PIMM82802D,0500360400,"3.350,00","1.910,00","8.605,00"
201516,PIMM82803E,0500050200,"6.000,00",-,"20.910,00"
201516,PIMM829018,0500340200,"1.500,00","500,00","2.800,00"
201516,PIMM829029,0500140400,"1.850,00","1.246,00","4.600,00"
201516,PIMM829029,0500140500,"1.570,00","934,00","5.330,00"
201516,PIMM82903A,0500410202,"1.060,00","380,00","2.700,00"
201516,PIMM83001C,0500120400,"1.084,00","574,00","4.735,00"
201516,PIMM83002D,0500400401,"13.454,00","12.328,00","8.750,00"
201516,PIMM83003E,0500400405,"6.822,00","5.205,00","12.176,00"
201516,PIMM831018,0500260022,"4.864,00","2.448,00","13.939,00"
201516,PIMM831018,0500260024,"7.292,00","5.038,00","20.335,00"
201516,PIMM831018,0500260051,"520,00",-,"2.885,94"
201516,PIMM832014,0500260045,"15.018,00","10.637,00","9.763,00"
201516,PIMM83301X,0500260008,"2.315,00",-,"12.749,49"
201516,PIMM83401Q,0500260020,"5.900,00",-,"9.520,38"
201516,PIMM83401Q,0500260029,"1.873,00","1.181,00","7.983,00"
201516,PIMM83501G,0500310201,"5.325,00",-,"13.222,00"
201516,PIMM83601B,0500310023,"2.270,00",-,"7.751,00"
201516,PIMM83601B,0500310024,"2.395,00",-,"3.922,00"
201516,PIMM83601B,0500310025,"2.085,00",-,"3.604,00"
201516,PIMM837017,0500290403,"10.300,00",-,"12.147,29"
201516,PIMM838013,0500290203,"3.565,00",-,"20.175,00"
201516,PIMM83901V,0500080201,"8.610,00","6.830,00","13.350,00"
201516,PIMM840013,0500080200,"17.661,32","14.667,86","23.348,99"
201516,PIMM84101V,0500080022,"3.311,00","1.976,00","2.774,00"
201516,PIMM84101V,0500080202,"3.311,00","1.976,00","6.400,00"
201516,PIMM84202Q,0500190200,"3.025,00","2.668,00","4.244,00"
201516,PIMM84203R,0500390200,"704,00","1.194,00","4.214,00"
201516,PIMM84203R,0500390201,"3.141,00",-,"20.338,00"
201516,PIPC00101V,0500390301,"7.205,00",-,"9.955,12"
201516,PIPC00201P,0500290308,"5.147,00","2.622,00","8.445,00"
201516,PIPC020007,0500260303,"16.074,00","9.016,00","30.043,00"
201516,PIPC020007,0500260322,"19.864,00","9.016,00","11.912,00"
201516,PIPM030002,0500260304,"11.530,00","8.078,00","38.576,00"
201516,PIPM050007,0500290300,"2.280,00",-,"5.004,09"
201516,PIPM050007,0500290302,"3.875,00",-,"8.174,04"
201516,PIPM050007,0500290306,"4.612,00","3.971,00","5.338,41"
201516,PIPS00201T,0500290309,"13.237,00","10.795,00","11.043,10"
201516,PIPS00201T,0500290313,"13.237,00",-,"7.562,76"
201516,PIPS00201T,0500290314,"2.868,00",-,"8.800,00"
201516,PIPS00401D,0500080300,"23.800,00","15.684,00","30.087,00"
201516,PIPS00401D,0500080302,"23.800,00","15.684,00","5.655,00"
201516,PIPS01000Q,0500320305,"2.039,00","835,00","12.120,00"
201516,PIPS02000A,0500260301,"16.074,00","9.016,00","40.327,00"
201516,PIPS02000A,0500260322,"19.864,00","9.016,00","11.912,00"
201516,PIPS02000A,0500260323,"1.988,71",-,"10.924,61"
201516,PIPS04000G,0500260320,"39.135,00",-,"27.676,85"
201516,PIRH01000D,0500260311,"9.145,00",-,"29.298,00"
201516,PIRH01000D,0500260313,"439,00",-,"2.936,46"
201516,PIRH01000D,0500260321,"12.218,00",-,"11.933,32"
201516,PIRH01000D,0500260322,"19.864,00","9.016,00","11.912,00"
201516,PIRH01050V,0500260311,"9.145,00",-,"29.298,00"
201516,PIRI010001,0500260308,"43.014,00","28.686,00","2.893,00"
201516,PIRI010001,0500260316,"11.420,00","6.555,00","16.489,00"
201516,PIRI010001,0500260318,"11.420,00","6.555,00","14.652,00"
201516,PIRI010001,0500260319,"11.420,00","6.555,00","1.460,00"
201516,PIRI02000G,0500290311,"7.159,00","3.046,00","16.269,89"
201516,PIRI02000G,0500290315,"14.590,00","8.910,00","68.160,00"
201516,PIRI020512,0500290315,"14.590,00","8.910,00","68.160,00"
201516,PISD00101C,0500390302,"12.030,00",-,"13.501,42"
201516,PISD00101C,0500390303,"12.030,00",-,"3.327,79"
201516,PISD05000L,0500260314,"6.270,00",-,"17.870,00"
201516,PISD05000L,0500260315,"6.270,00","3.406,00","9.933,45"
201516,PISD05001N,0500080301,"3.500,00","1.980,00","11.623,00"
201516,PISD05001N,0500080303,"3.500,00","1.980,00","2.105,00"
201516,PISD050524,0500260314,"6.270,00",-,"17.870,00"
201516,PITD004019,0500080300,"23.800,00","15.684,00","30.087,00"
201516,PITD004019,0500080302,"23.800,00","15.684,00","5.655,00"
201516,PITD01000G,0500260302,"16.074,00","9.016,00","30.870,00"
201516,PITD01000G,0500260323,"1.988,71",-,"10.924,61"
201516,PITD03000R,0500290304,"9.160,00","7.269,00","14.432,98"
201516,PITD03000R,0500290305,"4.513,00","3.626,00","4.720,94"
201516,PITD03000R,0500290306,"4.612,00","3.971,00","5.338,41"
201516,PITD03000R,0500290307,"1.649,00","952,00","380,62"
201516,PITD04000B,0500390300,"3.422,00",-,"19.145,54"
201516,PITD04000B,0500390304,"1.953,00","1.321,00","3.883,00"
201516,PITD04002D,0500270300,"3.982,00",-,"11.721,28"
201516,PITD070007,0500320300,"1.890,00",-,"3.785,00"
201516,PITD070007,0500320302,"10.080,00",-,"14.490,31"
201516,PITE003011,0500260321,"12.218,00",-,"11.933,32"
