ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SCUOLABUS, TRASPORTIPUBBLICIURBANI, TRASPORTIPUBBLICIINTERURBANI, TRASPORTIFERROVIARI, MEZZIPRIVATI, TRASPORTODISABILI, ALTRO
201516,RCAA87202L,0800630963,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA874017,0800930217,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA874039,0800930216,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA87404A,0800930211,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA875068,0800630042,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA875079,0800630033,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCAA87602X,0800101161,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE00601V,0800630252,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80201E,0800710692,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80203L,0800710546,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE80206Q,0800280086,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE804038,0800800552,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE804049,0800830553,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80409E,0800631090,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80410L,0800631091,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80411N,0800631092,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE805012,0800630235,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE805078,0800630290,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE805089,0800630291,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE80616E,0800630307,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE807104,0800630284,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE807126,0800630232,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE807137,0800630234,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80801D,0800540144,SI,NO,SI,NO,SI,NO,Non Comunicato
201516,RCEE80802E,0800540490,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE80803G,0800540492,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE809019,0800630253,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81001D,0800140351,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81002E,0800140350,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81006P,0800330353,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,RCEE81008R,0800010569,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE812037,0800530227,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE813011,0800450453,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE813033,0800450981,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE813044,0800450456,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,RCEE813055,0800440444,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81401R,0800740591,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81402T,0800120342,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81501L,0800050313,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81502N,0800050315,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81506T,0800050048,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81507V,0800260047,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81508X,0800230512,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE815091,0800231694,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE815103,0800230513,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE815114,0800080339,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE815125,0800080061,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE815136,0800080335,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE81601C,0800040581,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCEE81602D,0800040097,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81603E,0800360101,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE81604G,0800360392,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE81607P,0800360102,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,RCEE81608Q,0800200564,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81608Q,0800201670,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81608Q,0800201713,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81703A,0800310389,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE81704B,0800840390,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE81901X,0800810536,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE819032,0800890539,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCEE819043,0800480998,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE821021,0800861001,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE821032,0800860990,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE821065,0800570152,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCEE82301G,0800460625,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82305Q,0800370394,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE825017,0800970002,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE825028,0800690533,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE825039,0800690181,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE825039,0800690532,SI,SI,NO,NO,SI,NO,Non Comunicato
201516,RCEE825039,0800691062,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE826013,0800251233,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82611E,0800250071,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82613L,0800250753,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82614N,0800251290,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82902G,0800520474,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE82903L,0800521205,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82904N,0800640526,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82905P,0800641243,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCEE82905P,0800641244,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE82906Q,0800591236,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83201A,0800510581,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83203C,0800950583,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83204D,0800550494,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE83204D,0800550498,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83205E,0800550495,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83206G,0800550496,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83207L,0800550497,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83208N,0800780499,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE834012,0800180356,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE834023,0800180357,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE834034,0800770360,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE834056,0800340358,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83501T,0800850193,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE83502V,0800850555,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83503X,0800850556,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE83701D,0800600170,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83908C,0800400418,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83910G,0800400414,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83911L,0800401140,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83912N,0800390406,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83912N,0800391288,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83913P,0800470408,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE83914Q,0800720409,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83914Q,0800721087,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,RCEE83915R,0800390403,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE83916T,0800390405,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE841015,0800060321,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE841059,0800730053,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84108C,0800730329,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84301R,0800070965,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84302T,0800070994,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84303V,0800071131,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84304X,0800070952,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE843051,0800070955,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84401L,0800090553,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,RCEE84403P,0800210560,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE84405R,0800790563,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84504G,0800120340,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84505L,0800120056,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84505L,0800121668,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84505L,0800121692,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84506N,0800120059,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84506N,0800121729,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE846018,0800270374,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE846029,0800270375,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE847014,0800280089,SI,SI,SI,NO,NO,NO,Non Comunicato
201516,RCEE848021,0800420130,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE848021,0800420423,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE848043,0800420425,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE848065,0800870429,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE848098,0800350393,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84810A,0800350104,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE84901Q,0800490459,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE84902R,0800490460,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE85001X,0800610517,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE850032,0800610516,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85101Q,0800650988,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE85101Q,0800650989,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85102R,0800650520,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85103T,0800650521,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85105X,0800650525,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85202L,0800130762,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE85203N,0800560968,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85204P,0800290091,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85205Q,0800290384,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE85302C,0800620439,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85303D,0800820621,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85304E,0800431089,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85305G,0800431146,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85306L,0800430434,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85308P,0800430437,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE854017,0800670528,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE854028,0800670177,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE855013,0800960586,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE855024,0800960584,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE855035,0800960585,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE855046,0800960589,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE85701P,0800630266,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85702Q,0800630269,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85801E,0800690534,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85901A,0800380957,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85902B,0800380398,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE85903C,0800380112,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86001E,0800500461,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86001E,0800500743,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE86002G,0800500462,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE86003L,0800500466,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCEE86004N,0800500467,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86005P,0800500469,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86101A,0800570500,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE86102B,0800570503,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86103C,0800570505,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE862016,0800380956,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE862027,0800380401,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE862038,0800380402,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE863012,0800610175,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE863023,0800610515,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86401T,0800930577,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86501N,0800020558,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86501N,0800021707,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86502P,0800880775,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,RCEE86503Q,0800880570,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,RCEE86504R,0800880199,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCEE86602E,0800881150,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE86603G,0800880633,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE86604L,0800880574,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,RCEE86605N,0800880636,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE86606P,0800880635,SI,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86607Q,0800880634,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCEE867019,0800630243,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE86702A,0800630244,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE868015,0800630245,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE868037,0800630250,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE868048,0800631093,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE868059,0800160549,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869011,0800630285,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869011,0800631111,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869044,0800630283,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869044,0800630288,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869044,0800631014,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE869044,0800631110,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE870015,0800630229,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE871055,0800630278,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE87202T,0800630948,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE87402D,0800930580,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE87403E,0800930217,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE875018,0800630613,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCEE87504B,0800220295,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCEE87505C,0800220298,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE87507E,0800630303,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCEE876014,0800100572,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCEE876025,0800920713,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC80200C,0800710182,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCIC80600Q,0800630613,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCIC809007,0800630253,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC81000B,0800140351,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC81300V,0800450453,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC81400P,0800740591,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC81500E,0800051723,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC81600A,0800360101,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCIC817006,0800310389,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCIC81900T,0800810536,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC82300D,0800030001,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCIC826001,0800250362,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC83400X,0800180640,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCIC83700B,0800600170,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC841003,0800061048,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCIC84400E,0800090619,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,RCIC847002,0800280649,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCIC84800T,0800420423,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC84900N,0800490459,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCIC85000T,0800611137,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC85100N,0800650988,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCIC85200D,0800130633,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC853009,0800430435,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC854005,0800670528,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC85800C,0800690688,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCIC86000C,0800500461,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC862004,0800380400,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIC86500G,0800880775,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,RCIC86600B,0800880574,SI,SI,SI,SI,SI,SI,Non Comunicato
201516,RCIC876002,0800920574,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIS01100B,0800450777,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIS01600E,0800130345,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIS01700A,0800070738,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCIS026005,0800960931,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM02800N,0800631016,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM80201D,0800710541,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM804015,0800830702,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM80603V,0800630600,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM80603V,0800631095,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM809018,0800630618,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81001C,0800140351,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81003E,0800010568,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81301X,0800450667,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM813021,0800440666,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCMM81401Q,0800740696,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM81501G,0800051731,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81502L,0800261004,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81503N,0800231702,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81504P,0800230511,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81505Q,0800080630,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81601B,0800360099,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM81601B,0800361705,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM81602C,0800040581,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM81603D,0800200654,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM817017,0800310389,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCMM81901V,0800810701,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM81902X,0800890710,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM819031,0800480954,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM82101V,0800861001,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM821031,0800570723,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM82301E,0800030001,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM82302G,0800460625,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM82303L,0800370656,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM825016,0800970003,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM826012,0800251235,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM82901D,0800521206,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCMM82902E,0800641243,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM82902E,0800641244,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM82904L,0800911156,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM832019,0800510218,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM832019,0800510671,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM83202A,0800950717,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM83203B,0800550675,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM83203B,0800570676,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM83204C,0800780499,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM834011,0800180640,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM834022,0800770361,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM834033,0800340358,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM83501R,0800850557,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM83502T,0800850556,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM83503V,0800850559,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM83701C,0800601703,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM839047,0800391289,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM841014,0800061048,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM841025,0800730053,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM841058,0800500669,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84302R,0800071131,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84401G,0800090619,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,RCMM84402L,0800210562,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84501B,0800120636,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84501B,0800121120,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84501B,0800121706,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM846017,0800270648,SI,NO,SI,NO,SI,SI,Non Comunicato
201516,RCMM847013,0800280649,SI,SI,SI,NO,SI,SI,Non Comunicato
201516,RCMM84801V,0800420127,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84801V,0800420128,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM84801V,0800420661,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCMM84802X,0800870429,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM848042,0800350653,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM84901P,0800490668,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM85101P,0800650686,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM85101P,0800650687,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM85201E,0800130633,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM85202G,0800560635,SI,NO,SI,SI,SI,SI,Non Comunicato
201516,RCMM85203L,0800290091,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM85203L,0800290377,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM85301A,0800430435,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM85301A,0800431147,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM85301A,0800431148,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM854016,0800671244,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM855012,0800960718,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM855023,0800631118,SI,NO,NO,SI,SI,NO,Non Comunicato
201516,RCMM855023,0800960718,SI,NO,NO,NO,SI,NO,Non Comunicato
201516,RCMM85801D,0800690688,SI,NO,NO,NO,SI,SI,Non Comunicato
201516,RCMM859019,0800380658,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM862015,0800380657,NO,NO,NO,NO,NO,NO,Non Comunicato
201516,RCMM863011,0800611138,SI,SI,NO,NO,SI,SI,Non Comunicato
201516,RCMM86501L,0800880580,SI,SI,SI,NO,SI,NO,Non Comunicato
201516,RCMM86501L,0800880601,NO,NO,NO,NO,NO,NO,Non Comunicato
